tvg_name	title	original_tvg_id	effective_tvg_id
PRIME: UNIVERSAL WESTERNS ᴿᴬᵂ	PRIME: UNIVERSAL WESTERNS ᴿᴬᵂ		prime-universal-westerns-fa2f.auto
PRIME: UNSOLVED MYSTERIES ᴿᴬᵂ	PRIME: UNSOLVED MYSTERIES ᴿᴬᵂ		prime-unsolved-mysteries-c00e.auto
PRIME: WORLD WAR TV ᴿᴬᵂ	PRIME: WORLD WAR TV ᴿᴬᵂ		prime-world-war-tv-ab72.auto
PRIME: XENA WARRIOR PRINCESS ᴿᴬᵂ	PRIME: XENA WARRIOR PRINCESS ᴿᴬᵂ		prime-xena-warrior-princess-5e20.auto
PRIME: YU-GI-OH! ᴿᴬᵂ	PRIME: YU-GI-OH! ᴿᴬᵂ		prime-yu-gi-oh-a861.auto
#### GENERAL HD/4K ####	#### GENERAL HD/4K ####		general-hd-4k-38ec.auto
UK: BBC ONE LONDON 4K ◉	UK: BBC ONE LONDON 4K ◉	BBCOneOxford.uk	BBCOneOxford.uk
UK: BBC 1 HD ◉	UK: BBC 1 HD ◉	bbc1.uk	bbc1.uk
UK: BBC 2 HD ◉	UK: BBC 2 HD ◉	BBC2.uk	BBC2.uk
UK: BBC 3 / CBBC HD ◉	UK: BBC 3 / CBBC HD ◉	TS	TS
UK: BBC 4 / CBEEBIES 4K ◉	UK: BBC 4 / CBEEBIES 4K ◉	BBC4.uk	BBC4.uk
UK: ITV 1 HD ◉	UK: ITV 1 HD ◉	ITV1.uk	ITV1.uk
UK: ITV 1 4K ◉	UK: ITV 1 4K ◉	ITV1.uk	ITV1.uk
UK: ITV 1 +1 ◉	UK: ITV 1 +1 ◉	ITV1.uk	ITV1.uk
UK: ITV 2 HD ◉	UK: ITV 2 HD ◉	ITV2.uk	ITV2.uk
UK: ITV 2 4K ◉	UK: ITV 2 4K ◉	ITV2.uk	ITV2.uk
UK: ITV 3 HD ◉	UK: ITV 3 HD ◉	ITV3.uk	ITV3.uk
UK: ITV 4 HD ◉	UK: ITV 4 HD ◉	ITV4.uk	ITV4.uk
UK: ITV BE HD ◉	UK: ITV BE HD ◉	ITVBe.uk	ITVBe.uk
UK: CHANNEL 4 4K ◉	UK: CHANNEL 4 4K ◉		uk-channel-4-4k-686a.auto
UK: CHANNEL 5 4K ◉	UK: CHANNEL 5 4K ◉	Channel5.uk	Channel5.uk
UK: E4 4K ◉	UK: E4 4K ◉	E4.uk	E4.uk
UK: E4 +1 ◉	UK: E4 +1 ◉	E4.uk	E4.uk
UK: 4SEVEN ◉	UK: 4SEVEN ◉	4Seven.uk	4Seven.uk
UK: CBBC 4K ◉	UK: CBBC 4K ◉	BBC1.uk	BBC1.uk
UK: ALIBI 4K ◉	UK: ALIBI 4K ◉	Alibi.uk	Alibi.uk
UK: BBC 1 4K ◉	UK: BBC 1 4K ◉	bbc1.uk	bbc1.uk
UK: BBC 2 4K ◉	UK: BBC 2 4K ◉	BBC2.uk	BBC2.uk
UK: BBC 3 4K ◉	UK: BBC 3 4K ◉	TS	TS
UK: BBC 4 ◉	UK: BBC 4 ◉	BBC4.uk	BBC4.uk
UK: ITV 1 ◉	UK: ITV 1 ◉	ITV1.uk	ITV1.uk
UK: ITV 2 ◉	UK: ITV 2 ◉	ITV2.uk	ITV2.uk
UK: ITV 2+1 ◉	UK: ITV 2+1 ◉	ITV2.uk	ITV2.uk
UK: ITV 3 4K ◉	UK: ITV 3 4K ◉	ITV3.uk	ITV3.uk
UK: ITV 3+1 ◉	UK: ITV 3+1 ◉	ITV3.uk	ITV3.uk
UK: ITV 4 4K ◉	UK: ITV 4 4K ◉	ITV4.uk	ITV4.uk
UK: ITV 4+1 ◉	UK: ITV 4+1 ◉	ITV4.uk	ITV4.uk
UK : ITV QUIZ 4K	UK : ITV QUIZ 4K	itvquiz.uk	itvquiz.uk
UK: CITV ◉	UK: CITV ◉	CITV.uk	CITV.uk
UK: E4 ◉	UK: E4 ◉	E4.uk	E4.uk
UK: ALIBI +1 ◉	UK: ALIBI +1 ◉	Alibi.uk	Alibi.uk
UK: CHANNEL 5 ◉	UK: CHANNEL 5 ◉	Channel5.uk	Channel5.uk
UK: CHANNEL 4 ◉	UK: CHANNEL 4 ◉	Channel4.uk	Channel4.uk
UK: CHANNEL 5 +1 ◉	UK: CHANNEL 5 +1 ◉	Channel5.uk	Channel5.uk
UK: BBC Brit HD	UK: BBC Brit HD		uk-bbc-brit-hd-369c.auto
UK: BBC Earth HD ◉	UK: BBC Earth HD ◉	TS	TS
UK: RT DOCUMENTRY HD ◉	UK: RT DOCUMENTRY HD ◉	RTDocEnglish.ru	RTDocEnglish.ru
UK: FOOD NETWORK ◉	UK: FOOD NETWORK ◉	FoodNetwork.uk	FoodNetwork.uk
UK: FOOD NETWORK +1 ◉	UK: FOOD NETWORK +1 ◉	TS	TS
UK: HGTV ◉	UK: HGTV ◉	HGTV.uk	HGTV.uk
UK: HGTV +1 ◉	UK: HGTV +1 ◉	TS	TS
UK: BBC ONE NI HD ◉	UK: BBC ONE NI HD ◉	BBC1.uk	BBC1.uk
UK: BBC ONE WALES HD ◉	UK: BBC ONE WALES HD ◉	BBCOneWales.uk	BBCOneWales.uk
UK: BBC TWO WALES HD ◉	UK: BBC TWO WALES HD ◉	BBCTwoWales.uk	BBCTwoWales.uk
UK: BBC TWO HD ◉	UK: BBC TWO HD ◉	BBCTwoWales.uk	BBCTwoWales.uk
UK: LONDON LIVE ◉	UK: LONDON LIVE ◉	4seven.uk	4seven.uk
UK: BBC ALBA ◉	UK: BBC ALBA ◉	BBCAlba.uk	BBCAlba.uk
UK: BBC ONE CAMBRIDGE ◉	UK: BBC ONE CAMBRIDGE ◉		uk-bbc-one-cambridge-cdaf.auto
UK: BBC ONE CHANNEL ISLAND ◉	UK: BBC ONE CHANNEL ISLAND ◉	BBC1.uk	BBC1.uk
UK: BBC ONE EAST W ◉	UK: BBC ONE EAST W ◉	BBCOneEastMidland.uk	BBCOneEastMidland.uk
UK: BBC ONE NI HD ◉	UK: BBC ONE NI HD ◉	BBC1.uk	BBC1.uk
UK: BBC ONE OXFORD ◉	UK: BBC ONE OXFORD ◉	BBCOneOxford.uk	BBCOneOxford.uk
UK: BBC ONE SCOT HD ◉	UK: BBC ONE SCOT HD ◉	BBCOneScotland.uk	BBCOneScotland.uk
UK: BBC ONE SCOT ◉	UK: BBC ONE SCOT ◉	BBCOneScotland.uk	BBCOneScotland.uk
UK: BBC ONE YORKS ◉	UK: BBC ONE YORKS ◉	BBC1Yorkshire.uk	BBC1Yorkshire.uk
UK: BBC ONE SOUTH EAST ◉	UK: BBC ONE SOUTH EAST ◉	BBCOneSouthEast.uk	BBCOneSouthEast.uk
UK: BBC ONE SOUTH WEST ◉	UK: BBC ONE SOUTH WEST ◉	BBCOneSouthEast.uk	BBCOneSouthEast.uk
UK: BBC ONE WEST ◉	UK: BBC ONE WEST ◉	BBCOneWestMidland.uk	BBCOneWestMidland.uk
UK: BBC ONE YK LI ◉	UK: BBC ONE YK LI ◉	BBC1Yorkshire.uk	BBC1Yorkshire.uk
UK: BBC ONE EAST MIDLANDS ◉	UK: BBC ONE EAST MIDLANDS ◉	BBCOneEastMidland.uk	BBCOneEastMidland.uk
UK: BBC ONE WEST MIDLANDS ◉	UK: BBC ONE WEST MIDLANDS ◉	BBCOneWestMidland.uk	BBCOneWestMidland.uk
UK: BBC ONE NORTH WEST ◉	UK: BBC ONE NORTH WEST ◉	BBCOneNorthWest.uk	BBCOneNorthWest.uk
UK: BBC ONE SOUTH EAST ◉	UK: BBC ONE SOUTH EAST ◉	BBCOneSouthEast.uk	BBCOneSouthEast.uk
UK: BBC ONE NORTH EAST& CAM ◉	UK: BBC ONE NORTH EAST& CAM ◉	BBCOneNorthernIreland.uk	BBCOneNorthernIreland.uk
UK: BBC ONE WALES 4K ◉	UK: BBC ONE WALES 4K ◉	BBCOneNorthWest.uk	BBCOneNorthWest.uk
UK: BBC TWO NORTHERN IRELAND ◉	UK: BBC TWO NORTHERN IRELAND ◉	BBC2NI.uk	BBC2NI.uk
UK: BBC SCOTLAND HD ◉	UK: BBC SCOTLAND HD ◉	BBCScotland.uk	BBCScotland.uk
UK: BBC ONE SCOTLAND HD ◉	UK: BBC ONE SCOTLAND HD ◉	BBCOneScotland.uk	BBCOneScotland.uk
UK: BBC TWO SCOTLAND ◉	UK: BBC TWO SCOTLAND ◉	BBC2.uk	BBC2.uk
UK: BBC TWO WALES ◉	UK: BBC TWO WALES ◉	BBCTwoWales.uk	BBCTwoWales.uk
UK: CHANNEL 4 LONDON ◉	UK: CHANNEL 4 LONDON ◉	Channel4.uk	Channel4.uk
UK: CHANNEL 4 MIDLANDS ◉	UK: CHANNEL 4 MIDLANDS ◉	Channel4.uk	Channel4.uk
UK: CHANNEL 4 NORTH ◉	UK: CHANNEL 4 NORTH ◉	Channel4.uk	Channel4.uk
UK: CHANNEL 4 SCOTLAND +1 ◉	UK: CHANNEL 4 SCOTLAND +1 ◉	Channel4.uk	Channel4.uk
UK: CHANNEL 4 SOUTH & EAST +1 ◉	UK: CHANNEL 4 SOUTH & EAST +1 ◉	Channel4.uk	Channel4.uk
UK: ITV LONDON 4K ◉	UK: ITV LONDON 4K ◉	TS	TS
UK: ITV LONDON	UK: ITV LONDON		uk-itv-london-4bf5.auto
UK: ITV GRANADA ◉	UK: ITV GRANADA ◉	ITVGranada.uk	ITVGranada.uk
UK: ITV ANGLIA EAST ◉	UK: ITV ANGLIA EAST ◉	TS	TS
UK: ITV ANGLIA TV WEST ◉	UK: ITV ANGLIA TV WEST ◉	TS	TS
UK: ITV WESTCOUNTRY WEST ◉	UK: ITV WESTCOUNTRY WEST ◉	ITVWestcountry.uk	ITVWestcountry.uk
UK: ITV WESTCOUNTRY SOUTH WEST ◉	UK: ITV WESTCOUNTRY SOUTH WEST ◉	ITVWestcountry.uk	ITVWestcountry.uk
UK: ITV CENTRAL WEST ◉	UK: ITV CENTRAL WEST ◉	ITVCentral.uk	ITVCentral.uk
UK: ITV CENTRAL EAST ◉	UK: ITV CENTRAL EAST ◉	ITVCentral.uk	ITVCentral.uk
UK: ITV TYNE TEES ◉	UK: ITV TYNE TEES ◉	TS	TS
UK: Talk TV 4K ◉	UK: Talk TV 4K ◉	TalkTV.uk	TalkTV.uk
Uk:  ITV Channel Islands 4K ◉	Uk:  ITV Channel Islands 4K ◉	TS	TS
UK: ITV WALES ◉	UK: ITV WALES ◉	ITVWales.uk	ITVWales.uk
UK: ITV BORDER SCOTLAND ◉	UK: ITV BORDER SCOTLAND ◉	TS	TS
UK: DAYSTAR HD ◉	UK: DAYSTAR HD ◉	TS	TS
UK: SKY ATLANTIC 4K ◉	UK: SKY ATLANTIC 4K ◉	SkyAtlantic.uk	SkyAtlantic.uk
UK: SKY ARTS 4K ◉	UK: SKY ARTS 4K ◉	SkyArts.uk	SkyArts.uk
UK: SKY WITNESS HD ◉	UK: SKY WITNESS HD ◉	SkyWitness.uk	SkyWitness.uk
UK: SKY HISTORY +1 ◉	UK: SKY HISTORY +1 ◉	HistoryChannel.uk	HistoryChannel.uk
UK: COMEDY CENTRAL 4K ◉	UK: COMEDY CENTRAL 4K ◉	ComedyCentral.uk	ComedyCentral.uk
UK: EDEN 4K ◉	UK: EDEN 4K ◉	Eden.uk	Eden.uk
UK: GOLD 4K ◉	UK: GOLD 4K ◉	GOLD.uk	GOLD.uk
UK: BLAZE 4K ◉	UK: BLAZE 4K ◉	Blaze.uk	Blaze.uk
UK: SYFY 4K ◉	UK: SYFY 4K ◉	Syfy.uk	Syfy.uk
UK: TCM 4K ◉	UK: TCM 4K ◉	TCM.uk	TCM.uk
UK: FILM 4 4K ◉	UK: FILM 4 4K ◉	TS	TS
UK: DAVE 4K ◉	UK: DAVE 4K ◉	Dave.uk	Dave.uk
UK: MORE 4 4K ◉	UK: MORE 4 4K ◉	TS	TS
UK: STV 4K ◉	UK: STV 4K ◉	STV.uk	STV.uk
UK: UTV 4K ◉	UK: UTV 4K ◉	UTV.uk	UTV.uk
UK: UTV HD ◉	UK: UTV HD ◉	UTV.uk	UTV.uk
UK: AMC 4K ◉	UK: AMC 4K ◉	AMC.uk	AMC.uk
UK: QUEST 4K ◉	UK: QUEST 4K ◉	Quest.uk	Quest.uk
UK: PARAMOUNT HD ◉	UK: PARAMOUNT HD ◉	TS	TS
UK: Quest Red +1 ◉	UK: Quest Red +1 ◉	W.uk	W.uk
UK: COMEDY CENTRAL ◉	UK: COMEDY CENTRAL ◉	ComedyCentral.uk	ComedyCentral.uk
UK: COMEDY CENT XTRA+1 ◉	UK: COMEDY CENT XTRA+1 ◉	ComedyCentral.uk	ComedyCentral.uk
UK: GOLD +1 ◉	UK: GOLD +1 ◉	GOLD.uk	GOLD.uk
UK: MORE4 ◉	UK: MORE4 ◉	TS	TS
UK: DAVE ◉	UK: DAVE ◉	Dave.uk	Dave.uk
UK: EDEN ◉	UK: EDEN ◉	Eden.uk	Eden.uk
UK: EDEN +1 ◉	UK: EDEN +1 ◉	Eden.uk	Eden.uk
UK: E! ENTERTAINMENT ◉	UK: E! ENTERTAINMENT ◉	EEntertainment.uk	EEntertainment.uk
UK: HORROR CHANNEL ◉	UK: HORROR CHANNEL ◉	HorrorChannel.uk	HorrorChannel.uk
UK: HORROR CHANNEL +1 ◉	UK: HORROR CHANNEL +1 ◉	HorrorChannel.uk	HorrorChannel.uk
UK: HORROR XTRA ◉	UK: HORROR XTRA ◉	TS	TS
UK: 5 STAR ◉	UK: 5 STAR ◉	5star.uk	5star.uk
UK: 5 STAR+1 ◉	UK: 5 STAR+1 ◉	TS	TS
UK: 5 SELECT ◉	UK: 5 SELECT ◉		uk-5-select-3314.auto
UK: 5 USA ◉	UK: 5 USA ◉	FiveUSA.uk	FiveUSA.uk
UK: 5 USA +1 ◉	UK: 5 USA +1 ◉	FiveUSA.uk	FiveUSA.uk
UK: CBS JUSTICE ◉	UK: CBS JUSTICE ◉	CBSJustice.uk	CBSJustice.uk
UK: CBS DRAMA ◉	UK: CBS DRAMA ◉	CBSDrama.uk	CBSDrama.uk
UK: CBS REALITY ◉	UK: CBS REALITY ◉	CBSReality.uk	CBSReality.uk
UK: CBS REALITY +1 ◉	UK: CBS REALITY +1 ◉	CBSReality.uk	CBSReality.uk
UK: DRAMA ◉	UK: DRAMA ◉	Drama.uk	Drama.uk
UK: DRAMA + 1 ◉	UK: DRAMA + 1 ◉	TS	TS
UK: CHALLENGE ◉	UK: CHALLENGE ◉	Challenge.uk	Challenge.uk
UK: YESTERDAY ◉	UK: YESTERDAY ◉	Yesterday.uk	Yesterday.uk
UK: S4C ◉	UK: S4C ◉	S4C.uk	S4C.uk
UK: REALLY ◉	UK: REALLY ◉	Really.uk	Really.uk
UK: REALITY XTRA IE ◉	UK: REALITY XTRA IE ◉	RealityXtra.uk	RealityXtra.uk
UK: QVC UK ◉	UK: QVC UK ◉	QVC.uk	QVC.uk
UK: QVC BEAUTY ◉	UK: QVC BEAUTY ◉	QVCBeauty.uk	QVCBeauty.uk
UK: QVC EXTRA ◉	UK: QVC EXTRA ◉	QVCExtra.uk	QVCExtra.uk
UK: QVC STYLE ◉	UK: QVC STYLE ◉	QVCStyle.uk	QVCStyle.uk
UK: DMAX ◉	UK: DMAX ◉	DiscoveryDMAX.uk	DiscoveryDMAX.uk
UK: DMAX +1 ◉	UK: DMAX +1 ◉	DiscoveryDMAX.uk	DiscoveryDMAX.uk
UK: PBS AMERICA ◉	UK: PBS AMERICA ◉	PBSAmerica.uk	PBSAmerica.uk
UK: BEST DIRECT ◉	UK: BEST DIRECT ◉	BestDirect.uk	BestDirect.uk
UK: CRAFT EXTRA ◉	UK: CRAFT EXTRA ◉	CraftExtra.uk	CraftExtra.uk
UK: GEMS TV ◉	UK: GEMS TV ◉	GemsTV.uk	GemsTV.uk
UK: JML DIRECT ◉	UK: JML DIRECT ◉	JMLDirect.uk	JMLDirect.uk
UK: QUEST +1 ◉	UK: QUEST +1 ◉	Quest.uk	Quest.uk
UK: QUEST RED +1 ◉	UK: QUEST RED +1 ◉	QuestRed.uk	QuestRed.uk
UK: TJC ◉	UK: TJC ◉	TheJewelryChannel.uk	TheJewelryChannel.uk
